"Churn","SeniorCitizen","Dependents","tenure","MultipleLines","InternetService","PaperlessBilling","PaymentMethod","TotalCharges","Contrat_par_mois"
0,"No","Yes",4,"No","Fiber optic","Yes","Mailed check",284.9,"Yes"
0,"Yes","No",53,"Yes","Fiber optic","Yes","Credit card (automatic)",5016.25,"No"
1,"No","No",18,"Yes","Fiber optic","Yes","Electronic check",1612.75,"Yes"
1,"No","No",2,"No","Fiber optic","No","Electronic check",119.75,"Yes"
1,"No","Yes",32,"Yes","Fiber optic","Yes","Credit card (automatic)",3204.65,"Yes"
0,"No","No",3,"No","DSL","Yes","Mailed check",160.85,"Yes"
0,"No","Yes",71,"No_phone_service","DSL","No","Mailed check",4145.25,"No"
0,"No","No",9,"No","Fiber optic","Yes","Bank transfer (automatic)",827.45,"Yes"
0,"No","No",1,"No","DSL","No","Electronic check",49.5,"Yes"
1,"No","Yes",18,"No","DSL","No","Electronic check",990.85,"Yes"
1,"No","Yes",12,"No","DSL","No","Credit card (automatic)",696.35,"No"
0,"No","No",71,"Yes","DSL","Yes","Mailed check",5585.4,"No"
0,"No","No",4,"No_phone_service","DSL","Yes","Electronic check",162.45,"Yes"
0,"No","Yes",39,"No","DSL","No","Credit card (automatic)",2066,"Yes"
0,"No","No",28,"No","DSL","No","Mailed check",1426.45,"No"
0,"Yes","No",5,"No","Fiber optic","Yes","Electronic check",392.5,"Yes"
0,"Yes","No",45,"No","Fiber optic","Yes","Electronic check",3861.45,"Yes"
0,"No","No",37,"No","Fiber optic","Yes","Mailed check",2552.9,"Yes"
0,"Yes","No",60,"No","Fiber optic","Yes","Bank transfer (automatic)",6668.35,"No"
1,"Yes","No",8,"Yes","Fiber optic","Yes","Electronic check",819.4,"Yes"
0,"No","No",47,"Yes","Fiber optic","No","Credit card (automatic)",4615.25,"No"
1,"No","Yes",26,"Yes","Fiber optic","Yes","Electronic check",2070.6,"Yes"
1,"Yes","Yes",3,"No","Fiber optic","Yes","Mailed check",273.75,"Yes"
0,"No","Yes",50,"No","Fiber optic","Yes","Bank transfer (automatic)",3557.7,"Yes"
0,"No","Yes",27,"Yes","DSL","No","Bank transfer (automatic)",1957.1,"Yes"
1,"Yes","No",8,"No","Fiber optic","Yes","Electronic check",729.95,"Yes"
0,"No","No",71,"No","DSL","No","Bank transfer (automatic)",5924.4,"No"
0,"No","Yes",68,"Yes","Fiber optic","Yes","Bank transfer (automatic)",7849.85,"No"
0,"No","No",13,"No_phone_service","DSL","No","Electronic check",649.4,"Yes"
0,"No","No",56,"No","Fiber optic","Yes","Electronic check",4557.5,"No"
1,"No","No",38,"No","Fiber optic","Yes","Electronic check",3013.05,"Yes"
1,"Yes","No",14,"No","Fiber optic","No","Credit card (automatic)",1266.1,"Yes"
0,"No","Yes",14,"No","Fiber optic","No","Electronic check",1046.5,"Yes"
1,"No","Yes",32,"No","Fiber optic","Yes","Bank transfer (automatic)",2347.9,"Yes"
0,"No","No",8,"No","DSL","No","Bank transfer (automatic)",447.75,"No"
0,"No","Yes",43,"Yes","Fiber optic","Yes","Bank transfer (automatic)",4209.95,"Yes"
0,"No","No",52,"Yes","DSL","No","Credit card (automatic)",3877.65,"No"
0,"No","No",3,"No","DSL","Yes","Mailed check",152.3,"Yes"
1,"Yes","No",12,"No_phone_service","DSL","Yes","Electronic check",526.95,"Yes"
0,"No","Yes",16,"No_phone_service","DSL","Yes","Credit card (automatic)",552.7,"Yes"
0,"No","No",40,"Yes","DSL","Yes","Mailed check",3208.65,"No"
1,"No","No",5,"No_phone_service","DSL","No","Electronic check",210.75,"Yes"
1,"No","No",40,"Yes","Fiber optic","Yes","Bank transfer (automatic)",3706.95,"Yes"
1,"No","No",5,"No","Fiber optic","Yes","Electronic check",412.5,"Yes"
1,"No","No",10,"No","Fiber optic","Yes","Mailed check",832.05,"Yes"
1,"No","Yes",2,"No","Fiber optic","Yes","Bank transfer (automatic)",185.55,"Yes"
1,"No","No",23,"Yes","Fiber optic","Yes","Electronic check",1943.2,"Yes"
0,"Yes","No",72,"Yes","Fiber optic","Yes","Electronic check",8046.85,"No"
0,"No","No",34,"No","DSL","No","Bank transfer (automatic)",1815.3,"Yes"
0,"No","No",10,"No","DSL","No","Bank transfer (automatic)",612.95,"Yes"
0,"No","No",14,"No","DSL","No","Mailed check",795.15,"No"
1,"No","No",23,"Yes","Fiber optic","Yes","Bank transfer (automatic)",2169.8,"Yes"
0,"No","No",24,"No","Fiber optic","Yes","Electronic check",2210.2,"Yes"
1,"No","No",49,"Yes","Fiber optic","Yes","Bank transfer (automatic)",4853.75,"Yes"
0,"Yes","No",20,"No","DSL","No","Mailed check",1055.9,"No"
1,"No","No",2,"No","Fiber optic","No","Bank transfer (automatic)",144.55,"Yes"
1,"No","No",2,"No","DSL","Yes","Credit card (automatic)",91.1,"Yes"
0,"No","No",22,"No_phone_service","DSL","No","Bank transfer (automatic)",1304.85,"No"
1,"No","No",7,"Yes","Fiber optic","Yes","Bank transfer (automatic)",713,"Yes"
0,"No","Yes",59,"Yes","Fiber optic","Yes","Bank transfer (automatic)",5580.8,"Yes"
1,"No","No",41,"Yes","Fiber optic","Yes","Bank transfer (automatic)",4527.45,"Yes"
0,"Yes","No",59,"Yes","Fiber optic","Yes","Credit card (automatic)",4590.35,"No"
0,"No","Yes",3,"No","Fiber optic","Yes","Electronic check",200.2,"Yes"
0,"Yes","No",46,"Yes","Fiber optic","Yes","Electronic check",4564.9,"Yes"
1,"No","No",2,"No","Fiber optic","Yes","Electronic check",171.15,"Yes"
1,"Yes","No",13,"No","Fiber optic","Yes","Electronic check",940.35,"Yes"
1,"Yes","No",11,"No","Fiber optic","No","Bank transfer (automatic)",1047.7,"Yes"
0,"No","No",32,"Yes","Fiber optic","No","Bank transfer (automatic)",2766.4,"Yes"
1,"Yes","No",17,"Yes","Fiber optic","Yes","Credit card (automatic)",1622.45,"Yes"
0,"No","No",16,"Yes","Fiber optic","Yes","Credit card (automatic)",1129.35,"Yes"
0,"No","No",51,"Yes","Fiber optic","No","Bank transfer (automatic)",5680.9,"No"
0,"No","No",29,"No","DSL","Yes","Bank transfer (automatic)",2243.9,"No"
0,"No","No",70,"No","DSL","No","Credit card (automatic)",4523.25,"No"
0,"No","Yes",71,"Yes","Fiber optic","No","Electronic check",7159.7,"No"
0,"No","Yes",41,"Yes","DSL","No","Bank transfer (automatic)",2839.95,"No"
0,"No","No",1,"No","Fiber optic","Yes","Electronic check",80.55,"Yes"
0,"No","No",7,"No","DSL","No","Bank transfer (automatic)",580.1,"Yes"
1,"No","Yes",25,"No","Fiber optic","Yes","Electronic check",2178.6,"No"
0,"No","Yes",67,"Yes","Fiber optic","No","Electronic check",6038.55,"No"
0,"No","Yes",5,"Yes","DSL","Yes","Mailed check",259.4,"Yes"
1,"No","Yes",3,"No","DSL","Yes","Mailed check",168.15,"Yes"
0,"No","Yes",54,"Yes","Fiber optic","Yes","Electronic check",5637.85,"No"
0,"No","No",9,"No","Fiber optic","Yes","Electronic check",769.1,"Yes"
0,"No","No",63,"Yes","Fiber optic","No","Bank transfer (automatic)",6253,"No"
0,"No","No",40,"No","DSL","Yes","Mailed check",2058.5,"Yes"
0,"No","No",60,"No_phone_service","DSL","No","Bank transfer (automatic)",2424.5,"No"
1,"No","No",4,"No","Fiber optic","Yes","Bank transfer (automatic)",387.2,"Yes"
0,"Yes","No",71,"Yes","DSL","No","Mailed check",6293.45,"No"
1,"No","No",37,"Yes","Fiber optic","Yes","Credit card (automatic)",2839.65,"Yes"
0,"No","No",32,"Yes","Fiber optic","Yes","Credit card (automatic)",3145.9,"Yes"
0,"No","No",39,"Yes","DSL","Yes","Credit card (automatic)",2200.7,"No"
0,"No","No",52,"Yes","Fiber optic","Yes","Credit card (automatic)",4577.75,"No"
0,"No","Yes",48,"Yes","Fiber optic","Yes","Credit card (automatic)",4997.5,"Yes"
0,"No","Yes",70,"No_phone_service","DSL","No","Bank transfer (automatic)",4144.8,"No"
0,"No","No",20,"No","Fiber optic","No","Credit card (automatic)",1493.55,"Yes"
0,"No","No",50,"Yes","DSL","Yes","Credit card (automatic)",4179.1,"No"
1,"No","No",19,"No_phone_service","DSL","Yes","Credit card (automatic)",893.55,"No"
0,"No","Yes",25,"No","DSL","Yes","Bank transfer (automatic)",1611,"No"
0,"No","No",12,"No","DSL","Yes","Bank transfer (automatic)",593.05,"Yes"
1,"Yes","No",39,"Yes","Fiber optic","Yes","Electronic check",4284.8,"Yes"
1,"No","No",7,"No","Fiber optic","No","Mailed check",544.55,"Yes"
0,"No","Yes",23,"No","DSL","Yes","Mailed check",1533.8,"No"
0,"Yes","No",47,"Yes","Fiber optic","Yes","Credit card (automatic)",3865.6,"Yes"
1,"No","No",14,"Yes","DSL","Yes","Bank transfer (automatic)",941,"Yes"
1,"Yes","No",11,"Yes","Fiber optic","Yes","Bank transfer (automatic)",1133.65,"Yes"
0,"No","Yes",26,"No","Fiber optic","No","Electronic check",2070.05,"Yes"
0,"Yes","No",72,"Yes","Fiber optic","Yes","Bank transfer (automatic)",8333.95,"No"
0,"No","Yes",11,"Yes","DSL","Yes","Bank transfer (automatic)",723.35,"Yes"
0,"No","Yes",13,"Yes","DSL","No","Credit card (automatic)",1161.75,"No"
0,"Yes","Yes",11,"Yes","Fiber optic","Yes","Credit card (automatic)",775.3,"Yes"
0,"No","No",18,"Yes","DSL","No","Credit card (automatic)",1074.65,"Yes"
1,"No","No",1,"No_phone_service","DSL","Yes","Electronic check",35.55,"Yes"
0,"No","No",32,"No","Fiber optic","Yes","Bank transfer (automatic)",2324.7,"Yes"
0,"No","No",29,"No_phone_service","DSL","No","Mailed check",1072.6,"No"
0,"No","No",3,"Yes","DSL","Yes","Electronic check",170.5,"Yes"
1,"No","No",2,"Yes","Fiber optic","Yes","Electronic check",196.9,"Yes"
1,"No","Yes",13,"No","Fiber optic","Yes","Mailed check",1162.85,"Yes"
0,"No","No",41,"No_phone_service","DSL","Yes","Electronic check",1677.85,"Yes"
0,"No","No",7,"No","DSL","No","Mailed check",370.4,"Yes"
0,"No","No",52,"No","DSL","Yes","Mailed check",3410.6,"No"
0,"No","No",70,"Yes","DSL","No","Credit card (automatic)",5264.25,"No"
0,"Yes","No",62,"Yes","Fiber optic","Yes","Credit card (automatic)",5936.55,"No"
0,"No","No",60,"Yes","Fiber optic","Yes","Credit card (automatic)",5475.9,"Yes"
1,"Yes","No",3,"No","Fiber optic","Yes","Electronic check",224.05,"Yes"
0,"Yes","No",23,"No","Fiber optic","Yes","Electronic check",2326.05,"Yes"
1,"No","Yes",1,"No_phone_service","DSL","Yes","Mailed check",31.35,"Yes"
0,"No","No",67,"No","DSL","Yes","Bank transfer (automatic)",4991.5,"No"
1,"No","No",12,"Yes","Fiber optic","Yes","Bank transfer (automatic)",1052.4,"Yes"
0,"Yes","No",71,"Yes","DSL","Yes","Bank transfer (automatic)",5831.2,"No"
0,"No","No",5,"Yes","DSL","Yes","Electronic check",283.95,"Yes"
0,"No","No",26,"Yes","DSL","Yes","Credit card (automatic)",1295.4,"No"
0,"Yes","No",70,"No_phone_service","DSL","Yes","Credit card (automatic)",3011.65,"No"
0,"No","Yes",72,"Yes","Fiber optic","Yes","Electronic check",8093.15,"No"
1,"No","No",60,"No","Fiber optic","Yes","Electronic check",5610.25,"No"
0,"Yes","Yes",32,"Yes","Fiber optic","Yes","Electronic check",3217.65,"Yes"
0,"No","No",14,"Yes","DSL","Yes","Mailed check",773.2,"No"
0,"No","No",13,"Yes","Fiber optic","Yes","Credit card (automatic)",1029.35,"Yes"
1,"No","No",6,"Yes","Fiber optic","Yes","Credit card (automatic)",669.45,"Yes"
0,"No","No",46,"Yes","DSL","No","Mailed check",3593.8,"No"
1,"No","No",15,"No","Fiber optic","Yes","Electronic check",1553.95,"Yes"
0,"Yes","No",43,"Yes","Fiber optic","Yes","Electronic check",3953.15,"Yes"
0,"No","No",39,"No","DSL","Yes","Bank transfer (automatic)",1971.15,"No"
1,"Yes","No",21,"No","DSL","Yes","Bank transfer (automatic)",1236.15,"Yes"
0,"No","No",57,"No_phone_service","DSL","Yes","Electronic check",3196,"Yes"
0,"No","No",53,"No","Fiber optic","Yes","Electronic check",4872.2,"No"
0,"No","Yes",18,"No","Fiber optic","Yes","Mailed check",1500.5,"Yes"
1,"No","No",1,"Yes","DSL","Yes","Electronic check",60.15,"Yes"
0,"No","No",58,"Yes","DSL","Yes","Bank transfer (automatic)",3478.75,"No"
0,"Yes","No",71,"Yes","Fiber optic","No","Bank transfer (automatic)",7413.55,"No"
0,"No","No",35,"No","Fiber optic","Yes","Electronic check",3532,"No"
0,"No","No",3,"No","Fiber optic","No","Credit card (automatic)",256.75,"Yes"
0,"No","No",38,"Yes","Fiber optic","Yes","Electronic check",3887.25,"No"
0,"No","Yes",35,"Yes","DSL","Yes","Credit card (automatic)",2490.15,"No"
1,"No","No",7,"Yes","Fiber optic","Yes","Electronic check",593.45,"Yes"
0,"No","No",47,"No","DSL","No","Mailed check",3510.3,"No"
0,"No","No",14,"No","DSL","No","Electronic check",765.45,"Yes"
0,"Yes","No",20,"No","DSL","Yes","Electronic check",1259.35,"Yes"
0,"No","No",66,"Yes","DSL","No","Electronic check",5538.35,"No"
0,"No","No",17,"Yes","Fiber optic","No","Electronic check",1348.95,"Yes"
0,"No","No",37,"Yes","Fiber optic","Yes","Credit card (automatic)",3778,"No"
0,"No","No",12,"No","DSL","Yes","Electronic check",611.65,"Yes"
1,"No","No",53,"No","Fiber optic","Yes","Bank transfer (automatic)",4867.95,"No"
0,"No","Yes",18,"No_phone_service","DSL","No","Credit card (automatic)",467.85,"Yes"
1,"No","No",1,"Yes","Fiber optic","Yes","Electronic check",74.9,"Yes"
0,"No","No",3,"No","Fiber optic","Yes","Electronic check",194.2,"Yes"
0,"No","Yes",9,"No","DSL","Yes","Credit card (automatic)",571.45,"Yes"
1,"No","No",1,"No","Fiber optic","Yes","Electronic check",80.25,"Yes"
0,"No","No",56,"Yes","Fiber optic","Yes","Electronic check",5253.95,"No"
1,"No","Yes",17,"No","Fiber optic","Yes","Electronic check",1149.65,"Yes"
1,"No","Yes",11,"Yes","DSL","Yes","Electronic check",740.8,"Yes"
0,"No","No",7,"No","Fiber optic","Yes","Electronic check",521.35,"Yes"
1,"No","No",19,"Yes","Fiber optic","Yes","Bank transfer (automatic)",1532.45,"Yes"
1,"No","Yes",3,"No","Fiber optic","Yes","Electronic check",250.05,"Yes"
1,"No","No",24,"Yes","Fiber optic","Yes","Credit card (automatic)",2282.55,"Yes"
0,"No","Yes",62,"Yes","DSL","Yes","Credit card (automatic)",4300.45,"Yes"
0,"No","No",17,"Yes","DSL","No","Bank transfer (automatic)",1111.2,"Yes"
0,"No","No",9,"No_phone_service","DSL","Yes","Mailed check",190.1,"Yes"
0,"No","Yes",64,"No","DSL","No","Mailed check",4447.75,"No"
1,"No","No",2,"Yes","Fiber optic","Yes","Electronic check",143.35,"Yes"
1,"No","Yes",1,"No","DSL","Yes","Mailed check",45.85,"Yes"
1,"No","No",16,"No_phone_service","DSL","Yes","Electronic check",810.2,"Yes"
0,"No","No",30,"Yes","Fiber optic","No","Bank transfer (automatic)",2820.65,"No"
0,"No","No",49,"Yes","Fiber optic","Yes","Mailed check",4847.35,"Yes"
0,"No","No",61,"Yes","DSL","No","Credit card (automatic)",4729.3,"No"
0,"No","Yes",47,"Yes","Fiber optic","No","Electronic check",4017.45,"Yes"
0,"No","No",20,"No","DSL","No","Credit card (automatic)",1398.6,"Yes"
1,"No","Yes",34,"No","Fiber optic","No","Electronic check",2564.3,"Yes"
0,"No","Yes",54,"No","Fiber optic","Yes","Electronic check",5826.65,"No"
0,"Yes","No",61,"Yes","Fiber optic","Yes","Mailed check",6066.55,"No"
1,"No","No",3,"Yes","Fiber optic","Yes","Electronic check",228.4,"Yes"
1,"Yes","No",16,"Yes","Fiber optic","Yes","Electronic check",1529.2,"Yes"
0,"No","Yes",3,"No","DSL","Yes","Credit card (automatic)",168.6,"Yes"
0,"No","No",30,"Yes","DSL","Yes","Mailed check",1888.45,"Yes"
0,"No","No",21,"No_phone_service","DSL","No","Electronic check",629.35,"Yes"
1,"No","No",1,"No","DSL","No","Electronic check",45.3,"Yes"
0,"Yes","No",23,"No","Fiber optic","Yes","Electronic check",2117.25,"Yes"
0,"No","Yes",45,"Yes","Fiber optic","Yes","Electronic check",4730.9,"Yes"
0,"No","Yes",24,"Yes","Fiber optic","No","Bank transfer (automatic)",2033.05,"No"
1,"No","No",11,"Yes","Fiber optic","No","Electronic check",987.95,"Yes"
1,"No","No",1,"No","DSL","No","Mailed check",45.05,"Yes"
0,"No","No",56,"Yes","Fiber optic","No","Bank transfer (automatic)",5744.35,"No"
1,"No","No",1,"No","Fiber optic","No","Electronic check",75.8,"Yes"
1,"No","No",7,"No","Fiber optic","Yes","Electronic check",523.15,"Yes"
0,"Yes","No",55,"No","Fiber optic","No","Credit card (automatic)",4805.3,"No"
1,"No","No",2,"No_phone_service","DSL","Yes","Electronic check",59.05,"Yes"
0,"No","Yes",72,"Yes","DSL","Yes","Credit card (automatic)",6110.75,"No"
0,"Yes","No",45,"No_phone_service","DSL","No","Electronic check",1596.6,"No"
1,"Yes","No",46,"No","Fiber optic","No","Credit card (automatic)",4424.2,"No"
0,"No","No",2,"No","DSL","Yes","Mailed check",92.75,"Yes"
0,"No","No",2,"No","Fiber optic","Yes","Electronic check",194.55,"Yes"
0,"No","No",12,"No","DSL","Yes","Electronic check",612.1,"Yes"
1,"Yes","No",68,"Yes","Fiber optic","Yes","Bank transfer (automatic)",6127.6,"Yes"
0,"No","Yes",69,"No","Fiber optic","Yes","Credit card (automatic)",6671.7,"No"
0,"Yes","Yes",56,"No","Fiber optic","No","Credit card (automatic)",5264.3,"No"
0,"Yes","No",4,"Yes","Fiber optic","Yes","Electronic check",303.7,"Yes"
0,"No","No",64,"Yes","DSL","Yes","Bank transfer (automatic)",4818.8,"No"
1,"No","No",59,"Yes","Fiber optic","Yes","Electronic check",6448.05,"No"
0,"No","Yes",62,"Yes","Fiber optic","No","Bank transfer (automatic)",7159.05,"No"
0,"No","No",53,"No_phone_service","DSL","Yes","Electronic check",2879.2,"No"
0,"Yes","No",49,"Yes","Fiber optic","Yes","Electronic check",4159.45,"Yes"
0,"No","Yes",62,"Yes","Fiber optic","Yes","Bank transfer (automatic)",6638.35,"No"
0,"No","No",55,"No","DSL","No","Mailed check",3112.05,"No"
0,"Yes","No",71,"No","Fiber optic","Yes","Electronic check",7168.25,"No"
0,"No","Yes",36,"No_phone_service","DSL","No","Credit card (automatic)",2234.55,"No"
0,"Yes","No",72,"Yes","Fiber optic","Yes","Bank transfer (automatic)",8317.95,"No"
0,"No","No",1,"No","DSL","Yes","Mailed check",62.8,"Yes"
0,"No","No",72,"Yes","Fiber optic","Yes","Electronic check",7544,"No"
1,"Yes","No",7,"No","Fiber optic","Yes","Electronic check",676.7,"Yes"
0,"No","No",1,"No","DSL","No","Credit card (automatic)",74.1,"No"
0,"No","Yes",30,"Yes","Fiber optic","Yes","Electronic check",3242.5,"Yes"
0,"No","No",63,"Yes","DSL","No","Bank transfer (automatic)",4111.35,"No"
0,"Yes","No",72,"Yes","DSL","No","Credit card (automatic)",5899.85,"No"
1,"No","No",8,"No","Fiber optic","No","Electronic check",632.95,"Yes"
0,"No","No",62,"Yes","DSL","No","Bank transfer (automatic)",5193.2,"No"
0,"No","Yes",67,"Yes","Fiber optic","Yes","Bank transfer (automatic)",7530.8,"No"
1,"No","No",6,"No","DSL","No","Electronic check",270.95,"Yes"
0,"No","Yes",70,"Yes","DSL","Yes","Bank transfer (automatic)",5460.2,"No"
0,"Yes","No",20,"No","Fiber optic","No","Bank transfer (automatic)",1614.2,"Yes"
0,"No","No",5,"Yes","Fiber optic","No","Electronic check",402.5,"Yes"
0,"No","Yes",24,"No_phone_service","DSL","No","Electronic check",1367.75,"No"
1,"No","No",11,"No","DSL","Yes","Electronic check",483.7,"Yes"
0,"No","No",72,"Yes","Fiber optic","Yes","Credit card (automatic)",7962.2,"No"
0,"No","Yes",66,"No","DSL","Yes","Credit card (automatic)",3810.8,"No"
0,"No","Yes",45,"No","DSL","Yes","Mailed check",3533.6,"No"
1,"Yes","No",15,"Yes","Fiber optic","Yes","Bank transfer (automatic)",1345.55,"Yes"
0,"No","No",28,"No","DSL","Yes","Bank transfer (automatic)",1646.45,"Yes"
1,"No","No",70,"Yes","Fiber optic","No","Credit card (automatic)",8127.6,"No"
0,"No","No",36,"No","DSL","Yes","Mailed check",2680.15,"No"
1,"Yes","No",16,"Yes","Fiber optic","Yes","Electronic check",1281,"Yes"
1,"No","No",18,"Yes","Fiber optic","Yes","Electronic check",1553.9,"Yes"
1,"No","No",34,"Yes","Fiber optic","Yes","Electronic check",3207.55,"Yes"
0,"No","Yes",42,"No_phone_service","DSL","Yes","Credit card (automatic)",2049.05,"No"
0,"No","No",48,"Yes","DSL","Yes","Bank transfer (automatic)",3629.2,"No"
1,"No","No",47,"Yes","Fiber optic","Yes","Electronic check",5124.55,"Yes"
1,"No","Yes",39,"Yes","Fiber optic","Yes","Electronic check",3474.45,"No"
0,"No","No",8,"No","DSL","Yes","Electronic check",579,"Yes"
0,"No","Yes",32,"No","Fiber optic","No","Mailed check",3131.55,"No"
0,"No","Yes",60,"No","DSL","Yes","Bank transfer (automatic)",3928.3,"No"
1,"Yes","No",1,"No","Fiber optic","Yes","Electronic check",69.25,"Yes"
0,"No","Yes",43,"No_phone_service","DSL","Yes","Bank transfer (automatic)",2151.6,"No"
1,"No","No",59,"Yes","Fiber optic","Yes","Bank transfer (automatic)",5961.1,"No"
0,"No","No",23,"No","DSL","No","Electronic check",1221.55,"Yes"
0,"No","No",22,"No","DSL","Yes","Credit card (automatic)",1292.2,"No"
0,"No","No",1,"No_phone_service","DSL","Yes","Mailed check",25.15,"Yes"
0,"No","No",50,"No_phone_service","DSL","Yes","Mailed check",1748.9,"No"
1,"Yes","No",1,"No_phone_service","DSL","Yes","Electronic check",25.2,"Yes"
1,"No","No",2,"No","DSL","Yes","Mailed check",96.45,"Yes"
0,"No","No",15,"No","Fiber optic","No","Bank transfer (automatic)",1114.55,"Yes"
1,"No","No",66,"Yes","Fiber optic","Yes","Credit card (automatic)",7133.25,"Yes"
1,"No","Yes",3,"No","DSL","Yes","Credit card (automatic)",169.45,"Yes"
0,"No","Yes",64,"No","DSL","Yes","Credit card (automatic)",4688.65,"No"
0,"No","No",57,"Yes","Fiber optic","Yes","Credit card (automatic)",5985,"No"
1,"No","Yes",14,"Yes","Fiber optic","Yes","Electronic check",1258.6,"Yes"
1,"No","No",10,"No","Fiber optic","Yes","Electronic check",857.2,"Yes"
0,"No","No",51,"No_phone_service","DSL","Yes","Electronic check",2553.35,"Yes"
0,"No","No",67,"Yes","DSL","No","Mailed check",4322.85,"No"
0,"No","Yes",72,"No_phone_service","DSL","No","Bank transfer (automatic)",4549.05,"No"
1,"No","No",18,"Yes","Fiber optic","Yes","Electronic check",1639.3,"Yes"
0,"No","No",9,"Yes","Fiber optic","Yes","Credit card (automatic)",633.85,"Yes"
0,"No","No",48,"Yes","Fiber optic","Yes","Bank transfer (automatic)",5315.1,"Yes"
0,"No","No",10,"No","Fiber optic","No","Mailed check",735.5,"Yes"
1,"No","No",9,"Yes","Fiber optic","Yes","Electronic check",889.9,"Yes"
1,"Yes","No",13,"Yes","Fiber optic","Yes","Electronic check",1290,"Yes"
1,"No","No",4,"Yes","Fiber optic","No","Electronic check",330.05,"Yes"
1,"No","No",4,"No","Fiber optic","Yes","Electronic check",237.95,"Yes"
0,"No","No",72,"Yes","DSL","No","Bank transfer (automatic)",6474.4,"No"
0,"No","Yes",51,"No","DSL","No","Credit card (automatic)",4421.95,"No"
1,"No","No",59,"No_phone_service","DSL","Yes","Bank transfer (automatic)",2452.7,"Yes"
1,"No","No",10,"Yes","Fiber optic","Yes","Electronic check",813.85,"Yes"
0,"Yes","No",61,"Yes","Fiber optic","Yes","Electronic check",4904.85,"Yes"
0,"No","No",54,"No","Fiber optic","No","Electronic check",4484.05,"No"
0,"No","No",33,"Yes","DSL","Yes","Mailed check",2033.85,"Yes"
1,"Yes","No",1,"No","Fiber optic","Yes","Electronic check",79.2,"Yes"
0,"No","No",23,"No","Fiber optic","No","Mailed check",2192.9,"Yes"
0,"No","Yes",45,"No","DSL","Yes","Mailed check",3858.05,"No"
1,"No","No",5,"No","DSL","Yes","Mailed check",347.4,"No"
0,"No","Yes",72,"Yes","DSL","No","Bank transfer (automatic)",5815.15,"No"
0,"No","Yes",58,"Yes","DSL","Yes","Bank transfer (automatic)",3970.4,"Yes"
0,"No","No",70,"No_phone_service","DSL","Yes","Bank transfer (automatic)",3058.15,"No"
0,"No","Yes",61,"No","Fiber optic","Yes","Bank transfer (automatic)",6145.2,"No"
0,"No","No",2,"No","Fiber optic","No","Mailed check",129.2,"Yes"
1,"No","No",1,"Yes","DSL","Yes","Bank transfer (automatic)",49.95,"Yes"
1,"No","No",22,"No","Fiber optic","Yes","Electronic check",1554,"Yes"
0,"No","No",48,"No","Fiber optic","Yes","Credit card (automatic)",4904.25,"No"
0,"No","No",64,"Yes","DSL","No","Credit card (automatic)",5632.55,"No"
0,"No","Yes",12,"No","DSL","Yes","Credit card (automatic)",740.55,"Yes"
1,"Yes","No",34,"Yes","Fiber optic","Yes","Electronic check",3217.55,"Yes"
0,"No","Yes",72,"No","DSL","No","Credit card (automatic)",4888.2,"No"
0,"No","No",29,"Yes","Fiber optic","Yes","Electronic check",2440.25,"Yes"
0,"No","Yes",62,"Yes","Fiber optic","Yes","Electronic check",6840.95,"No"
1,"No","No",41,"Yes","DSL","Yes","Electronic check",3001.2,"No"
1,"No","No",64,"Yes","Fiber optic","Yes","Credit card (automatic)",6254.2,"No"
0,"No","No",4,"No","Fiber optic","Yes","Credit card (automatic)",319.6,"Yes"
0,"No","No",24,"Yes","Fiber optic","Yes","Electronic check",1938.05,"Yes"
1,"Yes","No",4,"No","Fiber optic","Yes","Credit card (automatic)",442.85,"Yes"
1,"No","Yes",18,"No_phone_service","DSL","Yes","Electronic check",553,"Yes"
0,"No","No",8,"No","DSL","Yes","Electronic check",546.45,"Yes"
1,"No","No",1,"Yes","Fiber optic","No","Electronic check",76,"Yes"
0,"No","Yes",8,"No_phone_service","DSL","Yes","Mailed check",343.45,"No"
0,"No","No",71,"Yes","Fiber optic","Yes","Credit card (automatic)",7412.25,"No"
0,"No","Yes",43,"Yes","Fiber optic","Yes","Bank transfer (automatic)",4039,"Yes"
1,"Yes","No",2,"Yes","Fiber optic","Yes","Electronic check",170.85,"Yes"
0,"Yes","No",29,"No","Fiber optic","Yes","Bank transfer (automatic)",2948.6,"Yes"
1,"No","No",15,"No","Fiber optic","Yes","Electronic check",1308.4,"Yes"
0,"No","Yes",65,"Yes","Fiber optic","No","Credit card (automatic)",6078.75,"No"
0,"No","No",35,"Yes","Fiber optic","No","Electronic check",3418.2,"Yes"
0,"No","No",64,"No","Fiber optic","Yes","Credit card (automatic)",6603.8,"No"
0,"No","Yes",58,"No_phone_service","DSL","Yes","Credit card (automatic)",3166.9,"No"
0,"Yes","No",18,"No","DSL","Yes","Credit card (automatic)",865.75,"Yes"
0,"No","Yes",67,"Yes","Fiber optic","Yes","Bank transfer (automatic)",6373.1,"Yes"
0,"No","No",60,"Yes","Fiber optic","Yes","Electronic check",5985.75,"Yes"
1,"Yes","No",9,"Yes","Fiber optic","Yes","Credit card (automatic)",732.5,"Yes"
0,"No","Yes",70,"Yes","Fiber optic","Yes","Credit card (automatic)",7869.05,"No"
1,"No","No",15,"Yes","Fiber optic","Yes","Electronic check",1504.05,"Yes"
0,"No","No",12,"No","DSL","Yes","Electronic check",741.4,"Yes"
