"SeniorCitizen","tenure","PhoneService","MultipleLines","PaperlessBilling","MonthlyCharges","Churn","ServiceSup","FibreOptic","Contract_One_year","Contract_Two_year","PaymentMethod_Electronic_check"
"0",0.140845070422535,"1","0","1",0.0218905472636816,"0","0","0","0","0","1"
"0",1,"0","0","0",0.424875621890547,"0","1","0","0","1","0"
"0",0.915492957746479,"1","0","1",0.0208955223880597,"0","0","0","1","0","1"
"0",0.23943661971831,"1","1","1",0.697512437810945,"1","1","1","0","0","1"
"0",0.112676056338028,"1","0","1",0.0124378109452736,"0","0","0","0","0","1"
"0",0.112676056338028,"1","1","1",0.566666666666667,"0","0","1","0","0","0"
"0",0.661971830985915,"1","1","1",0.927363184079602,"0","1","1","0","0","0"
"0",0.126760563380282,"1","0","0",0.516417910447761,"0","0","1","0","0","0"
"0",0.112676056338028,"1","1","1",0.761194029850746,"1","1","1","0","0","1"
"1",0.169014084507042,"1","1","1",0.764179104477612,"1","1","1","0","0","1"
"0",0.0422535211267606,"1","1","0",0.599004975124378,"1","1","1","0","0","1"
"0",0.0422535211267606,"1","0","1",0.516915422885572,"1","0","1","0","0","1"
"0",1,"1","1","0",0.733830845771144,"0","1","0","0","1","0"
"0",0.704225352112676,"1","0","0",0.669154228855721,"0","1","0","0","1","0"
"0",0.816901408450704,"0","0","1",0.226865671641791,"1","1","0","0","0","0"
"0",0.126760563380282,"1","1","1",0.670149253731343,"1","1","1","0","0","1"
"1",0.845070422535211,"1","1","1",0.635820895522388,"0","1","1","0","0","1"
"0",0.746478873239437,"1","0","0",0.658208955223881,"0","1","1","1","0","1"
"0",0.450704225352113,"1","1","1",0.424378109452736,"0","1","0","0","0","0"
"0",0.366197183098592,"1","0","1",0.0199004975124378,"0","0","0","0","1","0"
"1",0,"1","0","1",0.606467661691542,"1","1","1","0","0","1"
"0",0.309859154929577,"1","0","0",0.766666666666667,"0","1","1","0","0","0"
"0",0,"1","0","0",0.0159203980099503,"0","0","0","0","0","0"
"0",0.619718309859155,"1","0","1",0.65771144278607,"0","1","0","0","1","0"
"0",0.535211267605634,"1","0","1",0.0159203980099503,"0","0","0","0","1","0"
"0",0.0563380281690141,"1","0","1",0.514925373134328,"1","1","0","1","0","0"
"0",1,"1","1","0",0.637313432835821,"0","1","0","0","1","0"
"0",0.802816901408451,"1","1","1",0.483084577114428,"0","1","0","0","0","0"
"0",0.971830985915493,"0","0","1",0.262189054726368,"0","1","0","0","1","0"
"0",0.845070422535211,"1","0","1",0.798009950248756,"0","1","1","1","0","0"
"0",0.0140845070422535,"1","0","0",0.521890547263682,"0","0","1","0","0","0"
"0",0.633802816901408,"1","1","0",0.0666666666666667,"0","0","0","1","0","0"
"0",0,"1","1","1",0.315422885572139,"1","0","0","0","0","0"
"0",0.295774647887324,"1","0","1",0.507462686567164,"1","0","1","0","0","1"
"0",0.661971830985915,"1","0","1",0.838308457711443,"0","1","1","0","1","0"
"0",0.887323943661972,"1","1","0",0.679601990049751,"0","1","0","0","1","0"
"0",1,"1","1","0",0.0601990049751244,"0","0","0","0","1","0"
"0",0.154929577464789,"1","0","1",0.399004975124378,"0","1","0","0","0","0"
"1",0.464788732394366,"1","1","1",0.756218905472637,"1","1","1","0","0","1"
"0",1,"1","0","0",0.502487562189055,"0","1","0","0","1","0"
"0",0.394366197183099,"1","1","1",0.672139303482587,"0","1","1","0","0","1"
"0",0.450704225352113,"1","0","0",0.018407960199005,"0","0","0","1","0","0"
"0",0,"1","0","0",0.0208955223880597,"0","0","0","0","0","0"
"0",0.859154929577465,"1","1","1",0.92089552238806,"0","1","1","1","0","1"
"0",0.563380281690141,"1","1","1",0.544776119402985,"1","1","0","1","0","1"
"0",0.887323943661972,"1","1","1",0.813930348258706,"1","1","1","1","0","0"
"0",0.0422535211267606,"1","0","1",0.642786069651741,"0","1","1","0","0","0"
"0",0.323943661971831,"1","1","1",0.65771144278607,"0","1","1","0","0","1"
"0",0.183098591549296,"1","0","0",0.0129353233830846,"0","0","0","1","0","0"
"0",0.028169014084507,"1","0","0",0.0169154228855721,"0","0","0","0","0","0"
"1",0.0422535211267606,"1","0","1",0.811442786069652,"1","1","1","0","0","0"
"0",0.23943661971831,"0","0","1",0.166666666666667,"1","1","0","0","0","1"
"0",0.0985915492957746,"1","0","1",0.477611940298507,"0","1","0","0","0","1"
"0",0.47887323943662,"1","1","0",0.0502487562189055,"0","0","0","0","1","0"
"0",0,"1","1","0",0.574626865671642,"1","0","1","0","0","1"
"0",0.915492957746479,"1","1","1",0.0701492537313433,"0","0","0","0","1","0"
"0",0.0985915492957746,"0","0","1",0.261691542288557,"0","1","0","0","1","0"
"0",0.985915492957746,"1","1","1",0.854228855721393,"0","1","1","1","0","0"
"0",0.591549295774648,"1","1","1",0.739303482587065,"0","1","1","0","0","0"
"1",0.0140845070422535,"1","1","1",0.752238805970149,"1","1","1","0","0","1"
"1",0.394366197183099,"1","0","1",0.827860696517413,"0","1","1","0","0","0"
"0",0.197183098591549,"1","0","1",0.657213930348259,"1","1","1","0","0","1"
"0",0.901408450704225,"1","1","0",0.759203980099502,"0","1","1","0","1","0"
"0",0.47887323943662,"1","1","0",0.76865671641791,"0","1","1","0","0","1"
"0",0.887323943661972,"1","0","1",0.816417910447761,"0","1","1","1","0","0"
"0",0.802816901408451,"0","0","1",0.370646766169154,"0","1","0","0","1","0"
"1",0.23943661971831,"1","0","1",0.314427860696517,"0","1","0","0","0","0"
"0",0.929577464788732,"1","1","1",0.709452736318408,"0","1","1","0","0","0"
"0",0.873239436619718,"1","0","1",0.008955223880597,"0","0","0","0","1","0"
"0",0.830985915492958,"1","1","1",0.811442786069652,"0","1","1","0","0","1"
"1",0.112676056338028,"1","1","1",0.658208955223881,"1","1","1","0","0","0"
"0",0.971830985915493,"1","1","1",0.943283582089552,"0","1","1","0","1","0"
"0",0.197183098591549,"1","1","1",0.824378109452736,"1","1","1","0","0","1"
"0",0.661971830985915,"1","0","0",0.0169154228855721,"0","0","0","1","0","0"
"0",0.154929577464789,"1","0","1",0.556218905472637,"0","1","0","0","0","1"
"1",0.985915492957746,"1","1","1",0.733830845771144,"0","1","1","1","0","1"
"1",0.605633802816901,"1","0","0",0.553233830845771,"0","1","1","0","0","1"
"0",0,"1","1","1",0.320398009950249,"1","0","0","0","0","1"
"0",0.619718309859155,"1","1","0",0.0616915422885572,"0","0","0","0","1","0"
"0",0.309859154929577,"1","1","0",0.0651741293532338,"0","0","0","1","0","0"
"0",0.591549295774648,"1","1","1",0.463681592039801,"0","1","0","1","0","0"
"0",0.47887323943662,"1","0","0",0.0248756218905473,"0","0","0","0","0","0"
"0",0.112676056338028,"1","0","1",0.504477611940298,"0","1","0","0","0","0"
"0",0.154929577464789,"1","1","1",0.812935323383085,"1","1","1","0","0","0"
"1",0.901408450704225,"1","1","1",0.906965174129353,"0","1","1","0","0","0"
"0",0.0140845070422535,"1","1","1",0.727860696517413,"1","1","1","0","0","1"
"0",0.366197183098592,"1","1","0",0.305970149253731,"0","0","0","0","0","0"
"0",0.549295774647887,"1","0","1",0.318407960199005,"0","1","0","1","0","0"
"1",0.0563380281690141,"1","0","1",0.570149253731343,"1","1","1","0","0","0"
"0",0.0985915492957746,"1","0","0",0.0164179104477612,"0","0","0","1","0","0"
"1",0.802816901408451,"1","1","1",0.791542288557214,"0","1","1","1","0","0"
"0",0.71830985915493,"1","0","0",0.816417910447761,"0","1","1","1","0","1"
"0",0.028169014084507,"1","0","1",0.37363184079602,"0","1","0","0","0","0"
"0",0.563380281690141,"1","0","1",0.924378109452736,"0","1","1","0","1","1"
"0",0.267605633802817,"1","1","1",0.799004975124378,"0","1","1","0","0","0"
"0",0,"1","1","1",0.316417910447761,"0","0","0","0","0","1"
"0",0.0422535211267606,"1","1","0",0.622388059701492,"1","1","1","0","0","0"
"0",0.309859154929577,"1","0","0",0.0258706467661692,"0","0","0","0","0","1"
"1",0.0704225352112676,"1","0","0",0.0124378109452736,"0","0","0","0","0","0"
"0",0.0985915492957746,"1","0","1",0.0109452736318408,"0","0","0","0","0","0"
"0",0.23943661971831,"1","1","0",0.509950248756219,"0","1","0","0","0","0"
"1",0.71830985915493,"0","0","1",0.303980099502488,"0","1","0","0","0","0"
"0",0.422535211267606,"1","0","1",0.758706467661692,"0","1","1","0","0","1"
"0",0.394366197183099,"1","0","1",0.0238805970149254,"0","0","0","0","0","0"
"0",0.492957746478873,"1","1","1",0.87363184079602,"0","1","1","0","1","0"
"0",0.211267605633803,"1","1","1",0.813432835820896,"1","1","1","0","0","1"
"0",0.577464788732394,"1","1","1",0.896019900497512,"0","1","1","1","0","1"
"0",0,"1","0","0",0.0228855721393035,"1","0","0","0","0","1"
"0",0.830985915492958,"1","0","1",0.809950248756219,"0","1","1","0","1","1"
"0",0.0563380281690141,"1","1","1",0.667164179104478,"1","1","1","0","0","1"
"0",0.295774647887324,"1","1","0",0.772636815920398,"0","1","1","0","0","0"
"0",0.492957746478873,"1","0","0",0.0174129353233831,"0","0","0","1","0","0"
"0",0.0422535211267606,"1","0","0",0.518905472636816,"1","0","1","0","0","1"
"0",0.112676056338028,"1","0","0",0.464676616915423,"0","1","0","0","0","0"
"0",0,"1","0","0",0.560696517412935,"0","1","1","0","0","0"
"0",0.154929577464789,"1","0","1",0.307960199004975,"0","1","0","0","0","1"
"0",0.309859154929577,"1","1","1",0.552238805970149,"0","1","0","1","0","0"
"0",0.859154929577465,"1","1","1",0.73681592039801,"0","1","1","1","0","0"
"0",0.507042253521127,"1","1","0",0.801492537313433,"1","1","1","0","0","0"
"0",0.0985915492957746,"1","0","0",0.00945273631840795,"0","0","0","0","0","0"
"0",0.422535211267606,"1","1","0",0.700497512437811,"0","1","1","0","0","0"
"0",0.169014084507042,"1","1","1",0.558706467661692,"1","0","1","0","0","0"
"0",0.323943661971831,"1","1","1",0.800995024875622,"1","1","1","0","0","1"
"0",0.619718309859155,"1","1","1",0.773134328358209,"0","1","1","0","0","0"
"1",0.957746478873239,"1","1","0",0.867164179104478,"0","1","1","0","1","0"
"0",0.0140845070422535,"1","0","0",0.0199004975124378,"0","0","0","0","0","0"
"0",0.845070422535211,"1","1","1",0.873134328358209,"1","1","1","1","0","1"
"0",0.563380281690141,"1","1","1",0.860199004975124,"1","1","1","0","0","1"
"0",0.605633802816901,"0","0","1",0.306467661691542,"0","1","0","1","0","1"
"0",0.535211267605634,"0","0","0",0.172139303482587,"0","1","0","1","0","0"
"0",1,"0","0","1",0.466169154228856,"0","1","0","0","1","0"
"1",0.169014084507042,"1","0","1",0.782089552238806,"0","1","1","0","0","1"
"0",0.704225352112676,"1","0","1",0.512437810945274,"0","1","0","1","0","0"
"1",0.985915492957746,"1","0","1",0.80547263681592,"0","1","1","0","1","1"
"1",0.295774647887324,"1","1","1",0.780597014925373,"1","1","1","0","0","1"
"0",0.0140845070422535,"1","0","1",0.366169154228856,"1","1","0","0","0","0"
"0",0.774647887323944,"1","1","1",0.881094527363184,"0","1","1","1","0","1"
"0",0,"1","0","0",0.328358208955224,"0","1","0","0","0","0"
"0",0.309859154929577,"1","0","1",0.393034825870647,"0","1","0","1","0","0"
"1",0.915492957746479,"1","1","1",0.523383084577114,"0","1","0","1","0","0"
"0",0,"1","0","0",0.0129353233830846,"0","0","0","0","0","0"
"1",0.253521126760563,"1","1","1",0.696019900497513,"1","1","1","0","0","1"
"0",0.140845070422535,"1","0","1",0.609452736318408,"0","1","1","0","0","0"
"0",0.0985915492957746,"1","0","1",0.0149253731343284,"1","0","0","1","0","0"
"0",0.71830985915493,"1","1","0",0.795024875621891,"0","1","1","0","0","0"
"0",0.028169014084507,"1","0","1",0.0199004975124378,"0","0","0","0","0","1"
"0",0.704225352112676,"1","0","1",0.605970149253731,"0","1","1","0","0","0"
"1",0.197183098591549,"1","1","0",0.571144278606965,"1","0","1","0","0","1"
"1",0.887323943661972,"1","1","1",0.756218905472637,"0","1","1","0","0","1"
"0",0.507042253521127,"0","0","1",0.218407960199005,"0","1","0","0","0","0"
"0",0.169014084507042,"1","0","0",0.0169154228855721,"0","0","0","0","1","0"
"0",0.676056338028169,"1","1","1",0.369154228855721,"0","1","0","1","0","1"
"1",0.619718309859155,"1","1","1",0.834825870646766,"0","1","1","1","0","0"
"0",0.23943661971831,"1","0","1",0.525870646766169,"0","0","1","0","0","1"
"1",0,"1","1","1",0.561691542288557,"1","0","1","0","0","1"
"0",0.943661971830986,"0","0","1",0.356716417910448,"0","1","0","0","1","0"
"0",0.746478873239437,"1","0","0",0.0139303482587065,"0","0","0","0","1","0"
"1",0.309859154929577,"1","0","1",0.698507462686567,"0","1","1","0","0","0"
"0",0.225352112676056,"1","0","1",0.581094527363184,"1","1","1","0","0","1"
"0",0.985915492957746,"1","1","0",0.618407960199005,"0","1","0","0","1","0"
"0",0.929577464788732,"1","0","1",0.00995024875621891,"0","0","0","0","1","0"
"0",0.183098591549296,"1","1","1",0.662189054726368,"0","1","1","0","0","1"
"1",0,"0","0","1",0.0751243781094527,"1","0","0","0","0","0"
"0",0.873239436619718,"1","0","0",0.0124378109452736,"0","0","0","0","1","0"
"0",0.563380281690141,"1","1","1",0.500995024875622,"0","1","0","1","0","1"
"0",0.225352112676056,"1","1","0",0.739800995024876,"0","1","1","0","0","1"
"0",0.774647887323944,"1","1","1",0.818905472636816,"0","1","1","1","0","1"
"0",0.0563380281690141,"1","0","0",0.0228855721393035,"0","0","0","0","0","0"
"0",0.0140845070422535,"0","0","1",0.24228855721393,"1","1","0","0","0","1"
"0",0.028169014084507,"1","0","1",0.0134328358208955,"0","0","0","0","0","0"
"0",0.507042253521127,"1","1","0",0.48955223880597,"0","1","0","1","0","1"
"0",0.394366197183099,"1","0","1",0.503482587064677,"1","1","0","0","0","0"
"0",0.0985915492957746,"1","0","0",0.251741293532338,"0","0","0","0","0","0"
"0",0.873239436619718,"1","1","1",0.911442786069652,"0","1","1","0","0","0"
"0",0.0845070422535211,"1","0","0",0.0238805970149254,"0","0","0","0","0","0"
"0",0.028169014084507,"1","0","0",0.767661691542289,"0","1","1","0","0","1"
"0",1,"1","0","0",0.027363184079602,"0","0","0","0","1","0"
"0",0.253521126760563,"1","0","1",0.377611940298507,"0","1","0","0","0","1"
"0",0.816901408450704,"1","0","0",0.00149253731343282,"0","0","0","0","1","0"
"0",0.0140845070422535,"1","0","0",0.713930348258706,"1","1","1","0","0","0"
"0",0.47887323943662,"1","1","1",0.0746268656716418,"0","0","0","0","0","1"
"0",0.183098591549296,"1","0","0",0.0134328358208955,"0","0","0","0","0","0"
"0",0.183098591549296,"1","0","0",0.568159203980099,"1","1","1","0","0","1"
"0",0.957746478873239,"1","0","0",0.0154228855721393,"0","0","0","0","1","0"
"1",0.0845070422535211,"1","1","0",0.457213930348259,"0","1","0","0","0","1"
"0",0.957746478873239,"1","0","1",0.572139303482587,"0","1","0","0","1","0"
"0",1,"1","1","1",0.603980099502488,"0","1","0","0","1","1"
"0",0.0985915492957746,"1","1","0",0.821890547263681,"1","1","1","0","0","1"
"0",0.0422535211267606,"1","0","0",0.318905472636816,"0","1","0","0","0","1"
"0",0.873239436619718,"1","0","1",0.617412935323383,"0","1","1","0","0","0"
"0",1,"1","0","0",0.0159203980099503,"0","0","0","0","1","0"
"0",0.633802816901408,"1","0","1",0.0283582089552239,"0","0","0","0","1","1"
"0",0.0563380281690141,"1","0","0",0.514427860696517,"1","0","1","0","0","1"
"0",0.408450704225352,"1","0","1",0.31592039800995,"0","1","0","0","0","0"
"0",0.873239436619718,"1","1","1",0.860696517412935,"0","1","1","0","1","0"
"0",0.830985915492958,"1","0","0",0.0159203980099503,"0","0","0","0","1","0"
"0",0.873239436619718,"1","1","1",0.888059701492537,"1","1","1","1","0","1"
"0",0.338028169014085,"1","0","0",0.673134328358209,"0","1","1","0","0","1"
"0",0,"1","0","1",0.274626865671642,"1","0","0","0","0","0"
"1",0.0704225352112676,"1","1","1",0.622388059701492,"0","1","1","0","0","1"
"0",0.295774647887324,"1","1","0",0.0696517412935323,"0","0","0","0","1","0"
"0",0.422535211267606,"1","1","0",0.619900497512438,"0","1","0","0","1","0"
"0",0.535211267605634,"1","0","1",0.629353233830846,"0","1","1","0","0","0"
"0",0.352112676056338,"1","0","0",0.0263681592039801,"0","0","0","0","0","0"
"0",0.732394366197183,"1","0","1",0.874129353233831,"1","1","1","1","0","0"
"0",0,"1","0","0",0.730845771144279,"1","1","1","0","0","1"
"0",0.154929577464789,"1","1","1",0.487562189054726,"0","1","0","0","0","1"
"0",0.211267605633803,"1","1","1",0.769651741293532,"1","1","1","0","0","0"
"0",0.0140845070422535,"1","0","0",0.0208955223880597,"0","0","0","0","0","0"
"0",0.535211267605634,"0","0","0",0.266666666666667,"0","1","0","1","0","0"
"0",0,"1","1","1",0.564179104477612,"1","0","1","0","0","1"
"0",0.0845070422535211,"0","0","0",0.16318407960199,"0","1","0","0","0","0"
"1",0.0422535211267606,"1","0","0",0.508457711442786,"0","0","1","0","0","1"
"1",0.126760563380282,"1","1","1",0.767164179104478,"1","1","1","0","0","1"
"0",0.76056338028169,"1","0","1",0.629850746268657,"0","1","1","0","0","1"
"0",1,"1","0","1",0.56865671641791,"0","1","0","0","1","0"
"0",0.126760563380282,"1","0","1",0.493034825870647,"0","1","0","0","0","0"
"1",0.140845070422535,"1","1","1",0.926865671641791,"0","1","1","0","0","1"
"0",0.197183098591549,"1","0","0",0.27910447761194,"0","0","0","0","0","1"
"0",0.309859154929577,"1","0","0",0.0213930348258706,"0","0","0","0","1","0"
"0",0,"1","0","0",0.017910447761194,"0","0","0","0","0","0"
"1",0.028169014084507,"1","0","0",0.266169154228856,"1","0","0","0","0","1"
"0",0.647887323943662,"1","0","1",0.774626865671642,"0","1","1","1","0","1"
"0",0.197183098591549,"1","0","0",0.0139303482587065,"0","0","0","1","0","0"
"0",0.915492957746479,"1","0","0",0.808457711442786,"1","1","1","0","0","1"
"1",0.943661971830986,"1","0","1",0.421890547263682,"0","1","0","1","0","0"
"0",0.225352112676056,"1","0","0",0.799502487562189,"1","1","1","1","0","0"
"0",0.0845070422535211,"1","0","1",0.41044776119403,"1","1","0","0","0","0"
"1",0.154929577464789,"1","0","1",0.618905472636816,"1","1","1","0","0","1"
"1",0.28169014084507,"1","1","0",0.531840796019901,"0","1","0","1","0","0"
"0",0.28169014084507,"0","0","1",0.176616915422886,"0","1","0","0","0","0"
"0",0.774647887323944,"1","1","0",0.467164179104478,"0","1","0","1","0","0"
"0",0.0704225352112676,"1","1","1",0.30547263681592,"0","0","0","0","0","0"
"1",0.901408450704225,"0","0","1",0.350746268656716,"0","1","0","0","1","0"
"0",0.577464788732394,"1","1","0",0.618905472636816,"0","1","0","1","0","0"
"0",0.943661971830986,"1","1","1",0.903482587064677,"0","1","1","0","1","0"
"0",0.661971830985915,"1","1","0",0.0800995024875622,"0","0","0","0","1","0"
"1",0.690140845070423,"1","1","1",0.881094527363184,"0","1","1","1","0","1"
"1",0.0845070422535211,"1","0","1",0.464676616915423,"0","1","0","0","0","1"
"0",0.873239436619718,"1","0","0",0.0109452736318408,"0","0","0","0","1","1"
"0",0.225352112676056,"1","0","0",0.0283582089552239,"0","0","0","0","0","0"
"0",0.577464788732394,"1","0","1",0.594029850746269,"1","1","1","0","0","0"
"0",0.0422535211267606,"1","0","0",0.00597014925373136,"0","0","0","0","0","0"
"0",0.859154929577465,"1","1","0",0.0771144278606965,"0","0","0","0","1","0"
"1",0.0140845070422535,"1","0","1",0.561691542288557,"1","1","1","0","0","1"
"0",0.0140845070422535,"1","0","1",0.518407960199005,"0","0","1","0","0","1"
"0",0.661971830985915,"1","1","1",0.782587064676617,"0","1","1","0","1","0"
"0",0.366197183098592,"1","0","0",0.0129353233830846,"0","0","0","0","1","0"
"0",0.971830985915493,"1","0","1",0.618407960199005,"0","1","0","0","1","0"
"1",0,"1","1","1",0.701990049751244,"1","1","1","0","0","1"
"0",0.633802816901408,"1","1","1",0.760199004975124,"0","1","1","1","0","1"
"0",0.408450704225352,"1","0","1",0.716417910447761,"1","1","1","0","0","1"
"0",0.197183098591549,"1","1","1",0.461691542288557,"1","1","0","0","0","0"
"0",0.957746478873239,"1","1","0",0.771144278606965,"0","1","1","1","0","0"
"0",0.901408450704225,"1","0","1",0.0129353233830846,"0","0","0","0","1","0"
"1",1,"1","0","1",0.854228855721393,"0","1","1","0","1","0"
"1",0.169014084507042,"1","0","1",0.704477611940298,"1","1","1","0","0","0"
"0",0.225352112676056,"1","0","1",0.018407960199005,"0","0","0","1","0","0"
"0",0.704225352112676,"1","1","1",0.928358208955224,"0","1","1","1","0","1"
"0",0.704225352112676,"1","0","0",0.420398009950249,"0","1","0","0","1","0"
"0",1,"1","1","1",0.723383084577114,"0","1","0","0","1","0"
"0",0.929577464788732,"1","1","0",0.688059701492537,"1","1","1","1","0","1"
"0",0.464788732394366,"1","0","0",0.0144278606965174,"0","0","0","0","0","0"
"0",0.929577464788732,"0","0","1",0.325373134328358,"0","1","0","0","1","0"
"0",0.676056338028169,"1","0","1",0.017910447761194,"0","0","0","1","0","0"
"0",0.732394366197183,"1","0","1",0.0114427860696517,"0","0","0","0","1","0"
"0",0.366197183098592,"1","1","0",0.409950248756219,"0","1","0","0","0","1"
"1",0.309859154929577,"1","0","1",0.761194029850746,"1","1","1","0","0","1"
"0",0.957746478873239,"1","1","1",0.629353233830846,"0","1","0","0","1","0"
"0",0.0140845070422535,"0","0","0",0.107462686567164,"0","1","0","0","0","0"
"0",0.47887323943662,"1","1","1",0.678606965174129,"1","1","1","0","0","1"
"0",0.633802816901408,"1","0","0",0.52089552238806,"0","1","0","1","0","0"
"0",0.746478873239437,"1","1","1",0.785572139303483,"0","1","1","0","1","0"
"0",0.774647887323944,"1","1","1",0.796019900497512,"1","1","1","1","0","1"
"0",0.112676056338028,"1","0","1",0.572139303482587,"1","1","1","0","0","0"
"0",0.267605633802817,"1","1","0",0.407462686567164,"0","1","0","0","0","0"
"0",0.140845070422535,"1","0","1",0.57363184079602,"0","1","1","0","0","0"
"1",0.408450704225352,"1","1","1",0.714427860696517,"0","1","1","0","0","1"
"0",0.943661971830986,"1","0","0",0.524378109452736,"0","1","0","0","1","0"
"1",0.52112676056338,"1","1","1",0.839303482587065,"0","1","1","0","0","1"
"1",0.225352112676056,"1","1","1",0.667661691542288,"1","1","1","0","0","0"
"0",0.661971830985915,"1","1","1",0.874129353233831,"1","1","1","1","0","0"
"0",0,"1","0","0",0.254228855721393,"0","0","0","0","0","1"
"0",0.873239436619718,"0","0","0",0.40547263681592,"0","1","0","0","1","1"
"0",0.028169014084507,"1","0","1",0.514427860696517,"0","1","0","1","0","1"
"0",0.661971830985915,"1","1","0",0.0606965174129353,"0","0","0","1","0","0"
"0",0.915492957746479,"0","0","0",0.111442786069652,"0","1","0","1","0","0"
"0",0.943661971830986,"1","1","1",0.658208955223881,"0","1","1","0","1","0"
"1",0.225352112676056,"1","0","1",0.266666666666667,"1","0","0","0","0","1"
"0",0.0845070422535211,"1","0","0",0.0238805970149254,"0","0","0","1","0","0"
"0",1,"1","1","1",0.685074626865672,"0","1","0","0","1","0"
"0",0.394366197183099,"1","0","0",0.0159203980099503,"0","0","0","0","0","0"
"0",0.507042253521127,"1","0","1",0.717412935323383,"0","1","1","0","0","1"
"0",0.464788732394366,"1","1","1",0.910945273631841,"1","1","1","0","0","0"
"1",0.577464788732394,"1","1","1",0.660696517412935,"1","1","1","0","0","1"
"0",0.816901408450704,"1","1","0",0.470149253731343,"0","1","0","1","0","0"
"0",0.140845070422535,"1","0","1",0.609452736318408,"1","1","1","0","0","0"
"1",0.830985915492958,"1","1","1",0.623880597014925,"0","1","1","0","0","1"
"0",0.366197183098592,"1","0","1",0.377114427860696,"0","1","0","0","0","0"
"0",0,"1","1","0",0.672139303482587,"1","1","1","0","0","0"
"1",0,"1","0","1",0.60547263681592,"1","1","1","0","0","1"
"0",0.225352112676056,"0","0","0",0.160696517412935,"0","1","0","0","0","0"
"0",0.802816901408451,"1","0","0",0.0248756218905473,"0","0","0","0","1","0"
"0",0,"1","0","0",0.00547263681592041,"0","0","0","1","0","0"
"0",0.028169014084507,"1","0","0",0.259203980099502,"1","0","0","0","0","0"
"0",0.732394366197183,"1","1","0",0.721890547263682,"0","1","1","0","0","1"
"0",0.47887323943662,"1","1","1",0.073134328358209,"0","0","0","0","0","1"
"0",0.690140845070423,"1","1","0",0.872636815920398,"1","1","1","0","0","0"
"0",0.943661971830986,"1","1","0",0.522885572139303,"0","1","0","0","1","0"
"0",0.647887323943662,"1","1","0",0.0711442786069652,"0","0","0","0","0","1"
"1",0.901408450704225,"1","1","1",0.900995024875622,"0","1","1","0","0","0"
"0",0.0563380281690141,"1","0","1",0.512437810945274,"1","0","1","0","0","1"
"0",0.704225352112676,"1","1","1",0.760199004975124,"1","1","1","0","0","1"
"0",0.633802816901408,"1","1","0",0.774129353233831,"1","1","1","0","0","0"
"0",0.112676056338028,"1","1","1",0.583084577114428,"0","0","1","0","0","1"
"0",0.0985915492957746,"1","0","0",0.0199004975124378,"0","0","0","0","1","0"
"0",0.183098591549296,"1","1","1",0.0651741293532338,"0","0","0","1","0","0"
"0",0.619718309859155,"1","1","1",0.969154228855721,"0","1","1","0","0","1"
"0",0.0985915492957746,"1","1","1",0.560696517412935,"0","0","1","0","0","0"
"1",0,"1","0","1",0.317412935323383,"1","1","0","0","0","0"
"0",0.915492957746479,"1","0","1",0.844776119402985,"0","1","1","1","0","0"
"0",1,"1","1","0",0.535820895522388,"0","1","0","0","1","0"
"0",0.563380281690141,"1","1","1",0.948756218905473,"1","1","1","0","0","0"
"0",0.309859154929577,"1","1","0",0.0681592039800995,"0","0","0","0","1","0"
"0",0.394366197183099,"1","0","1",0.603482587064677,"1","1","1","0","0","1"
"0",0.0422535211267606,"1","1","1",0.61592039800995,"0","1","1","0","0","1"
"0",0.0704225352112676,"1","1","0",0.0711442786069652,"0","0","0","0","1","0"
"1",0.929577464788732,"1","1","1",0.867164179104478,"0","1","1","1","0","0"
"1",0.0845070422535211,"1","0","1",0.27363184079602,"0","0","0","0","0","0"
"0",0.774647887323944,"1","1","1",0.0616915422885572,"0","0","0","1","0","0"
"0",1,"1","1","0",0.0671641791044776,"0","0","0","0","1","0"
"0",1,"1","1","1",0.666666666666667,"0","1","0","0","1","1"
"0",0.309859154929577,"1","0","0",0.0134328358208955,"0","0","0","0","1","0"
"0",0.47887323943662,"1","1","0",0.317412935323383,"0","0","0","0","0","0"
"1",0.366197183098592,"1","0","1",0.520398009950249,"0","0","1","0","0","1"
"0",0.352112676056338,"1","1","1",0.41592039800995,"1","1","0","0","0","1"
"0",0.154929577464789,"1","1","0",0.0810945273631841,"0","0","0","1","0","0"
"0",0.549295774647887,"1","0","0",0.0189054726368159,"0","0","0","0","1","0"
"0",0.0845070422535211,"0","0","0",0.403980099502488,"0","1","0","0","0","0"
"0",0.971830985915493,"1","1","1",0.789054726368159,"0","1","1","0","0","0"
"0",0.830985915492958,"1","0","0",0.0139303482587065,"0","0","0","0","1","0"
"0",0.535211267605634,"0","0","1",0.0696517412935323,"0","0","0","1","0","0"
"0",1,"1","1","0",0.957213930348259,"0","1","1","0","1","0"
"0",0,"0","0","1",0.163681592039801,"1","1","0","0","0","1"
"0",0.746478873239437,"1","1","1",0.521890547263682,"0","1","0","1","0","1"
"0",0.028169014084507,"1","1","1",0.667164179104478,"1","1","1","0","0","1"
"0",0.873239436619718,"1","0","0",0.570149253731343,"0","1","0","0","1","0"
"0",0.985915492957746,"1","1","1",0.662189054726368,"0","1","1","0","1","1"
"0",0.577464788732394,"1","0","1",0.0238805970149254,"0","0","0","1","0","0"
"0",0.647887323943662,"1","0","0",0.0218905472636816,"0","0","0","0","1","0"
